id,name,student_id/id,research_line_id/id,research_line,summary,methodology,attachment_pdf,opinion_category,state
wp_stu_mptrcs_t1_11,Plano de Investigação e Desenvolvimento Tecnológico: Sérgio Cavalcanti Lacerda,stu_mptrcs_t1_11,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Sérgio Cavalcanti Lacerda.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t1_12,Plano de Investigação e Desenvolvimento Tecnológico: Fabiana Gomes Mascarenhas,stu_mptrcs_t1_12,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Fabiana Gomes Mascarenhas.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t1_13,Plano de Investigação e Desenvolvimento Tecnológico: Victor Mendes Noronha,stu_mptrcs_t1_13,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Victor Mendes Noronha.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t1_14,Plano de Investigação e Desenvolvimento Tecnológico: Flávia Oliveira Rangel,stu_mptrcs_t1_14,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Flávia Oliveira Rangel.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t1_15,Plano de Investigação e Desenvolvimento Tecnológico: Carlos Santana Sobral,stu_mptrcs_t1_15,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Carlos Santana Sobral.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_01,Plano de Investigação e Desenvolvimento Tecnológico: Gisele Teixeira Alcantara,stu_mptrcs_t2_01,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Gisele Teixeira Alcantara.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_02,Plano de Investigação e Desenvolvimento Tecnológico: Lucas Correia Chaves,stu_mptrcs_t2_02,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Lucas Correia Chaves.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_03,Plano de Investigação e Desenvolvimento Tecnológico: Isabela Guimarães Guedes,stu_mptrcs_t2_03,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Isabela Guimarães Guedes.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_04,Plano de Investigação e Desenvolvimento Tecnológico: Guilherme Miranda Marcondes,stu_mptrcs_t2_04,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Guilherme Miranda Marcondes.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_05,Plano de Investigação e Desenvolvimento Tecnológico: Jaqueline Pereira Neves,stu_mptrcs_t2_05,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Jaqueline Pereira Neves.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_06,Plano de Investigação e Desenvolvimento Tecnológico: Rodrigo Santos Porto,stu_mptrcs_t2_06,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Rodrigo Santos Porto.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_07,Plano de Investigação e Desenvolvimento Tecnológico: Laura Vieira Serra,stu_mptrcs_t2_07,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Laura Vieira Serra.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_08,Plano de Investigação e Desenvolvimento Tecnológico: Thiago Costa Wanderley,stu_mptrcs_t2_08,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Thiago Costa Wanderley.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_09,Plano de Investigação e Desenvolvimento Tecnológico: Luana Lima Camargo,stu_mptrcs_t2_09,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Luana Lima Camargo.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_10,Plano de Investigação e Desenvolvimento Tecnológico: Alexandre Monteiro Fragoso,stu_mptrcs_t2_10,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Alexandre Monteiro Fragoso.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_11,Plano de Investigação e Desenvolvimento Tecnológico: Manuela Pinto Maia,stu_mptrcs_t2_11,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Manuela Pinto Maia.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_12,Plano de Investigação e Desenvolvimento Tecnológico: Bernardo Silva Muniz,stu_mptrcs_t2_12,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Bernardo Silva Muniz.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_13,Plano de Investigação e Desenvolvimento Tecnológico: Natália Alves Pontes,stu_mptrcs_t2_13,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Natália Alves Pontes.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_14,Plano de Investigação e Desenvolvimento Tecnológico: César Dias Sardenberg,stu_mptrcs_t2_14,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente César Dias Sardenberg.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t2_15,Plano de Investigação e Desenvolvimento Tecnológico: Rachel Lopes Vidal,stu_mptrcs_t2_15,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Rachel Lopes Vidal.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_01,Plano de Investigação e Desenvolvimento Tecnológico: Danilo Moraes Bueno,stu_mptrcs_t3_01,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Danilo Moraes Bueno.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_02,Plano de Investigação e Desenvolvimento Tecnológico: Roberta Ramos Figueira,stu_mptrcs_t3_02,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Roberta Ramos Figueira.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_03,Plano de Investigação e Desenvolvimento Tecnológico: Fábio Silveira Loyola,stu_mptrcs_t3_03,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Fábio Silveira Loyola.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_04,Plano de Investigação e Desenvolvimento Tecnológico: Tatiana Barbosa Montenegro,stu_mptrcs_t3_04,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Tatiana Barbosa Montenegro.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_05,Plano de Investigação e Desenvolvimento Tecnológico: Henrique Duarte Pimentel,stu_mptrcs_t3_05,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Henrique Duarte Pimentel.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_06,Plano de Investigação e Desenvolvimento Tecnológico: Mariana Macedo Salles,stu_mptrcs_t3_06,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Mariana Macedo Salles.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_07,Plano de Investigação e Desenvolvimento Tecnológico: João Moreira Valle,stu_mptrcs_t3_07,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente João Moreira Valle.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_08,Plano de Investigação e Desenvolvimento Tecnológico: Camila Ribeiro Bittencourt,stu_mptrcs_t3_08,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Camila Ribeiro Bittencourt.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_09,Plano de Investigação e Desenvolvimento Tecnológico: Julio Soares Esteves,stu_mptrcs_t3_09,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Julio Soares Esteves.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_10,Plano de Investigação e Desenvolvimento Tecnológico: Larissa Cardoso Linhares,stu_mptrcs_t3_10,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Larissa Cardoso Linhares.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_11,Plano de Investigação e Desenvolvimento Tecnológico: Luiz Fernandes Meneses,stu_mptrcs_t3_11,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Luiz Fernandes Meneses.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_12,Plano de Investigação e Desenvolvimento Tecnológico: Patricia Martins Penna,stu_mptrcs_t3_12,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Patricia Martins Penna.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_13,Plano de Investigação e Desenvolvimento Tecnológico: Marcio Nascimento Rolim,stu_mptrcs_t3_13,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Marcio Nascimento Rolim.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_14,Plano de Investigação e Desenvolvimento Tecnológico: Leticia Rocha Valadao,stu_mptrcs_t3_14,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Leticia Rocha Valadao.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t3_15,Plano de Investigação e Desenvolvimento Tecnológico: Mateus Sousa Barcellos,stu_mptrcs_t3_15,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Mateus Sousa Barcellos.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_01,Plano de Investigação e Desenvolvimento Tecnológico: Adriana Carvalho Delgado,stu_mptrcs_t4_01,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Adriana Carvalho Delgado.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_02,Plano de Investigação e Desenvolvimento Tecnológico: Murilo Ferreira Leite,stu_mptrcs_t4_02,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Murilo Ferreira Leite.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_03,Plano de Investigação e Desenvolvimento Tecnológico: Ana Melo Matos,stu_mptrcs_t4_03,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Ana Melo Matos.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_04,Plano de Investigação e Desenvolvimento Tecnológico: Otávio Nogueira Novais,stu_mptrcs_t4_04,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Otávio Nogueira Novais.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_05,Plano de Investigação e Desenvolvimento Tecnológico: Bruna Rodrigues Resende,stu_mptrcs_t4_05,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Bruna Rodrigues Resende.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_06,Plano de Investigação e Desenvolvimento Tecnológico: Pedro Souza Tavora,stu_mptrcs_t4_06,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Pedro Souza Tavora.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_07,Plano de Investigação e Desenvolvimento Tecnológico: Carolina Cavalcanti Amaral,stu_mptrcs_t4_07,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Carolina Cavalcanti Amaral.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_08,Plano de Investigação e Desenvolvimento Tecnológico: Renato Gomes Cordeiro,stu_mptrcs_t4_08,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Renato Gomes Cordeiro.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_09,Plano de Investigação e Desenvolvimento Tecnológico: Cláudia Mendes Junqueira,stu_mptrcs_t4_09,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Cláudia Mendes Junqueira.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_10,Plano de Investigação e Desenvolvimento Tecnológico: Samuel Oliveira Marinho,stu_mptrcs_t4_10,line_rad_nuc_01,Linha line_rad_nuc_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Samuel Oliveira Marinho.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_11,Plano de Investigação e Desenvolvimento Tecnológico: Daniela Santana Nobrega,stu_mptrcs_t4_11,line_rad_nuc_02,Linha line_rad_nuc_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Daniela Santana Nobrega.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_12,Plano de Investigação e Desenvolvimento Tecnológico: Tiago Teixeira Quadros,stu_mptrcs_t4_12,line_rad_dos_01,Linha line_rad_dos_01,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Tiago Teixeira Quadros.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
wp_stu_mptrcs_t4_13,Plano de Investigação e Desenvolvimento Tecnológico: Eduarda Correia Simas,stu_mptrcs_t4_13,line_rad_dos_02,Linha line_rad_dos_02,Desenvolvimento de tecnologia radiológica no âmbito do MPTRCS. Investigação discente Eduarda Correia Simas.,Ensaios laboratoriais e dosimétricos com feixes clínicos e modelagem computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBNUFRSQ1M=,approved,homologated
