id,name,first_name,middle_name,last_name,cpf,email,phone,ra_number,gr_no,company_id/id,student_category,capes_status,gender,birth_date,admission_date,mother_name,race_color,has_disability,birth_city_name,birth_state,nationality/id,highest_degree,academic_level,orcid,lattes_url,street,city,zip,advisor_id/id,coadvisor_id/id,english_proficiency_status,portuguese_proficiency_status
stu_ppgcc_11,Igor Teixeira Matos,Igor,Teixeira,Matos,20142897515,igor.matos_111@aluno.xyzq.edu.br,(11) 98653-3219,RA20241011,RA20241011,comp_ies_xyzq,regular,enrolled,m,1997-08-14,2024-03-01,Sandra do Carmo Matos,indigenous,False,São José dos Campos,SP,base.br,bachelor,grad,0000-0002-0111-0999,http://lattes.cnpq.br/201428975150002,"Rua Augusta, 287",São José dos Campos,04441-329,fac_xyzq_11,,approved,not_applicable
stu_ppgcc_12,Carolina Correia Novais,Carolina,Correia,Novais,20605324506,carolina.novais_112@aluno.xyzq.edu.br,(11) 98676-3248,RA20241012,RA20241012,comp_ies_xyzq,regular,enrolled,f,1998-08-14,2024-03-01,Maria de Lourdes Novais,white,False,Santos,SP,base.br,bachelor,grad,0000-0002-0112-1008,http://lattes.cnpq.br/206053245060002,"Rua Vergueiro, 304",Santos,04472-348,fac_xyzq_12,fac_xyzq_03,approved,not_applicable
stu_ppgcc_13,José Guimarães Resende,José,Guimarães,Resende,68739511960,josé.resende_113@aluno.xyzq.edu.br,(11) 98699-3277,RA20241013,RA20241013,comp_ies_xyzq,regular,enrolled,m,1999-08-14,2024-03-01,Sônia Cristina Resende,white,False,Sorocaba,SP,base.br,bachelor,grad,0000-0002-0113-1017,http://lattes.cnpq.br/687395119600002,"Av. Rebouças, 321",Sorocaba,04503-367,fac_xyzq_13,,approved,not_applicable
stu_ppgcc_14,Cláudia Miranda Tavora,Cláudia,Miranda,Tavora,38739904237,cláudia.tavora_114@aluno.xyzq.edu.br,(11) 98722-3306,RA20241014,RA20241014,comp_ies_xyzq,regular,enrolled,f,1993-08-14,2024-03-01,Lúcia Célia Tavora,brown,False,Belo Horizonte,MG,base.br,bachelor,grad,0000-0002-0114-1026,http://lattes.cnpq.br/387399042370002,"Rua Domingos de Morais, 338",Belo Horizonte,04534-386,fac_xyzq_01,,approved,not_applicable
stu_ppgcc_15,Leonardo Pereira Amaral,Leonardo,Pereira,Amaral,01172777624,leonardo.amaral_115@aluno.xyzq.edu.br,(11) 98745-3335,RA20241015,RA20241015,comp_ies_xyzq,regular,enrolled,m,1994-08-14,2024-03-01,Sandra Beatriz Amaral,brown,False,Curitiba,PR,base.br,bachelor,grad,0000-0002-0115-1035,http://lattes.cnpq.br/011727776240002,"Av. Angélica, 355",Curitiba,04565-405,fac_xyzq_02,,approved,not_applicable
stu_ppgcc_16,Daniela Santos Cordeiro,Daniela,Santos,Cordeiro,83734751411,daniela.cordeiro_116@aluno.xyzq.edu.br,(11) 98768-3364,RA20241016,RA20241016,comp_ies_xyzq,regular,enrolled,f,1995-08-14,2024-03-01,Maria das Graças Cordeiro,black,False,Rio de Janeiro,RJ,base.br,bachelor,grad,0000-0002-0116-1044,http://lattes.cnpq.br/837347514110002,"Rua Teodoro Sampaio, 372",Rio de Janeiro,04596-424,fac_xyzq_03,fac_xyzq_07,approved,not_applicable
stu_ppgcc_17,Marcelo Vieira Junqueira,Marcelo,Vieira,Junqueira,69629062690,marcelo.junqueira_117@aluno.xyzq.edu.br,(11) 98791-3393,RA20241017,RA20241017,comp_ies_xyzq,regular,enrolled,m,1996-08-14,2024-03-01,Sônia Aparecida Junqueira,yellow,False,Porto Alegre,RS,base.br,bachelor,grad,0000-0002-0117-1053,http://lattes.cnpq.br/696290626900002,"Av. Faria Lima, 389",Porto Alegre,04627-443,fac_xyzq_04,,approved,not_applicable
stu_ppgcc_18,Eduarda Costa Marinho,Eduarda,Costa,Marinho,45837297901,eduarda.marinho_118@aluno.xyzq.edu.br,(11) 98814-3422,RA20241018,RA20241018,comp_ies_xyzq,regular,enrolled,f,1997-08-14,2024-03-01,Lúcia Helena Marinho,indigenous,False,Salvador,BA,base.br,bachelor,grad,0000-0002-0118-1062,http://lattes.cnpq.br/458372979010002,"Rua Bela Cintra, 406",Salvador,04658-462,fac_xyzq_05,,approved,not_applicable
stu_ppgcc_19,Marcos Lima Nobrega,Marcos,Lima,Nobrega,66604693112,marcos.nobrega_119@aluno.xyzq.edu.br,(11) 98837-3451,RA20241019,RA20241019,comp_ies_xyzq,regular,enrolled,m,1998-08-14,2024-03-01,Sandra do Carmo Nobrega,white,False,Recife,PE,base.br,bachelor,grad,0000-0002-0119-1071,http://lattes.cnpq.br/666046931120002,"Av. Brigadeiro Luís Antônio, 423",Recife,04689-481,fac_xyzq_06,,approved,not_applicable
stu_ppgcc_20,Fabiana Monteiro Quadros,Fabiana,Monteiro,Quadros,52548188167,fabiana.quadros_120@aluno.xyzq.edu.br,(11) 98860-3480,RA20241020,RA20241020,comp_ies_xyzq,regular,enrolled,f,1999-08-14,2024-03-01,Maria de Lourdes Quadros,white,False,São Paulo,SP,base.br,bachelor,grad,0000-0002-0120-1080,http://lattes.cnpq.br/525481881670002,"Av. Lineu Prestes, 440",São Paulo,04720-500,fac_xyzq_07,fac_xyzq_11,approved,not_applicable
stu_ppgfa_01,Maurício Pinto Simas,Maurício,Pinto,Simas,08129058570,maurício.simas_121@aluno.xyzq.edu.br,(11) 98883-3509,RA20242001,RA20242001,comp_ies_xyzq,alumni,graduated,m,1994-08-14,2024-03-01,Sônia Cristina Simas,brown,False,Campinas,SP,base.br,bachelor,grad,0000-0002-0121-1089,http://lattes.cnpq.br/081290585700002,"Av. Paulista, 457",Campinas,04751-519,fac_xyzq_07,,approved,not_applicable
stu_ppgfa_02,Flávia Silva Zamboni,Flávia,Silva,Zamboni,56059320120,flávia.zamboni_122@aluno.xyzq.edu.br,(11) 98906-3538,RA20242002,RA20242002,comp_ies_xyzq,alumni,graduated,f,1995-08-14,2024-03-01,Lúcia Célia Zamboni,brown,False,Ribeirão Preto,SP,base.br,bachelor,grad,0000-0002-0122-1098,http://lattes.cnpq.br/560593201200002,"Rua da Consolação, 474",Ribeirão Preto,04782-538,fac_xyzq_08,,approved,not_applicable
stu_ppgfa_03,Nelson Alves Carneiro,Nelson,Alves,Carneiro,99306470746,nelson.carneiro_123@aluno.xyzq.edu.br,(11) 98929-3567,RA20242003,RA20242003,comp_ies_xyzq,alumni,graduated,m,1996-08-14,2024-03-01,Sandra Beatriz Carneiro,black,False,São José dos Campos,SP,base.br,bachelor,grad,0000-0002-0123-1107,http://lattes.cnpq.br/993064707460002,"Rua Augusta, 491",São José dos Campos,04813-557,fac_xyzq_09,,approved,not_applicable
stu_ppgfa_04,Gisele Dias Galvao,Gisele,Dias,Galvao,27671110388,gisele.galvao_124@aluno.xyzq.edu.br,(11) 98952-3596,RA20242004,RA20242004,comp_ies_xyzq,alumni,graduated,f,1997-08-14,2024-03-01,Maria das Graças Galvao,yellow,False,Santos,SP,base.br,bachelor,grad,0000-0002-0124-1116,http://lattes.cnpq.br/276711103880002,"Rua Vergueiro, 508",Santos,04844-576,fac_xyzq_10,fac_xyzq_14,approved,not_applicable
stu_ppgfa_05,Paulo Lopes Malcher,Paulo,Lopes,Malcher,33473400432,paulo.malcher_125@aluno.xyzq.edu.br,(11) 98975-3625,RA20242005,RA20242005,comp_ies_xyzq,alumni,graduated,m,1998-08-14,2024-03-01,Sônia Aparecida Malcher,indigenous,True,Sorocaba,SP,base.br,bachelor,grad,0000-0002-0125-1125,http://lattes.cnpq.br/334734004320002,"Av. Rebouças, 525",Sorocaba,04875-595,fac_xyzq_11,,approved,not_applicable
stu_ppgfa_06,Isabela Moraes Negrao,Isabela,Moraes,Negrao,32740926812,isabela.negrao_126@aluno.xyzq.edu.br,(11) 98998-3654,RA20242006,RA20242006,comp_ies_xyzq,alumni,graduated,f,1999-08-14,2024-03-01,Lúcia Helena Negrao,white,False,Belo Horizonte,MG,base.br,bachelor,grad,0000-0002-0126-1134,http://lattes.cnpq.br/327409268120002,"Rua Domingos de Morais, 542",Belo Horizonte,04906-614,fac_xyzq_12,,approved,not_applicable
stu_ppgfa_07,Rafael Ramos Portela,Rafael,Ramos,Portela,44951898675,rafael.portela_127@aluno.xyzq.edu.br,(11) 99021-3683,RA20242007,RA20242007,comp_ies_xyzq,alumni,graduated,m,1993-08-14,2024-03-01,Sandra do Carmo Portela,white,False,Curitiba,PR,base.br,bachelor,grad,0000-0002-0127-1143,http://lattes.cnpq.br/449518986750002,"Av. Angélica, 559",Curitiba,04937-633,fac_xyzq_13,,approved,not_applicable
stu_ppgfa_08,Jaqueline Silveira Seixas,Jaqueline,Silveira,Seixas,39321447245,jaqueline.seixas_128@aluno.xyzq.edu.br,(11) 99044-3712,RA20242008,RA20242008,comp_ies_xyzq,alumni,graduated,f,1994-08-14,2024-03-01,Maria de Lourdes Seixas,brown,False,Rio de Janeiro,RJ,base.br,bachelor,grad,0000-0002-0128-1152,http://lattes.cnpq.br/393214472450002,"Rua Teodoro Sampaio, 576",Rio de Janeiro,04968-652,fac_xyzq_14,fac_xyzq_18,approved,not_applicable
stu_ppgfa_09,Ricardo Barbosa Villela,Ricardo,Barbosa,Villela,85074201179,ricardo.villela_129@aluno.xyzq.edu.br,(11) 99067-3741,RA20242009,RA20242009,comp_ies_xyzq,regular,enrolled,m,1995-08-14,2024-03-01,Sônia Cristina Villela,brown,False,Porto Alegre,RS,base.br,bachelor,grad,0000-0002-0129-1161,http://lattes.cnpq.br/850742011790002,"Av. Faria Lima, 593",Porto Alegre,04999-671,fac_xyzq_15,,approved,not_applicable
stu_ppgfa_10,Laura Duarte Caldeira,Laura,Duarte,Caldeira,02763951155,laura.caldeira_130@aluno.xyzq.edu.br,(11) 99090-3770,RA20242010,RA20242010,comp_ies_xyzq,regular,enrolled,f,1996-08-14,2024-03-01,Lúcia Célia Caldeira,black,False,Salvador,BA,base.br,bachelor,grad,0000-0002-0130-1170,http://lattes.cnpq.br/027639511550002,"Rua Bela Cintra, 610",Salvador,05030-690,fac_xyzq_16,,approved,not_applicable
stu_ppgfa_11,Sérgio Macedo Fontes,Sérgio,Macedo,Fontes,54028057507,sérgio.fontes_131@aluno.xyzq.edu.br,(11) 99113-3799,RA20242011,RA20242011,comp_ies_xyzq,regular,enrolled,m,1997-08-14,2024-03-01,Sandra Beatriz Fontes,yellow,False,Recife,PE,base.br,bachelor,grad,0000-0002-0131-1179,http://lattes.cnpq.br/540280575070002,"Av. Brigadeiro Luís Antônio, 627",Recife,05061-709,fac_xyzq_17,,approved,not_applicable
stu_ppgfa_12,Luana Moreira Maciel,Luana,Moreira,Maciel,69365023696,luana.maciel_132@aluno.xyzq.edu.br,(11) 99136-3828,RA20242012,RA20242012,comp_ies_xyzq,regular,enrolled,f,1998-08-14,2024-03-01,Maria das Graças Maciel,indigenous,False,São Paulo,SP,base.br,bachelor,grad,0000-0002-0132-1188,http://lattes.cnpq.br/693650236960002,"Av. Lineu Prestes, 644",São Paulo,05092-728,fac_xyzq_18,fac_xyzq_09,approved,not_applicable
stu_ppgfa_13,Victor Ribeiro Morais,Victor,Ribeiro,Morais,65731554404,victor.morais_133@aluno.xyzq.edu.br,(11) 99159-3857,RA20242013,RA20242013,comp_ies_xyzq,regular,enrolled,m,1999-08-14,2024-03-01,Sônia Aparecida Morais,white,False,Campinas,SP,base.br,bachelor,grad,0000-0002-0133-1197,http://lattes.cnpq.br/657315544040002,"Av. Paulista, 661",Campinas,05123-747,fac_xyzq_19,,approved,not_applicable
stu_ppgfa_14,Manuela Soares Pinheiro,Manuela,Soares,Pinheiro,24245242388,manuela.pinheiro_134@aluno.xyzq.edu.br,(11) 99182-3886,RA20242014,RA20242014,comp_ies_xyzq,regular,enrolled,f,1993-08-14,2024-03-01,Lúcia Helena Pinheiro,white,False,Ribeirão Preto,SP,base.br,bachelor,grad,0000-0002-0134-1206,http://lattes.cnpq.br/242452423880002,"Rua da Consolação, 678",Ribeirão Preto,05154-766,fac_xyzq_07,,approved,not_applicable
stu_ppgfa_15,Carlos Cardoso Sampaio,Carlos,Cardoso,Sampaio,43842101759,carlos.sampaio_135@aluno.xyzq.edu.br,(11) 99205-3915,RA20242015,RA20242015,comp_ies_xyzq,regular,enrolled,m,1994-08-14,2024-03-01,Sandra do Carmo Sampaio,brown,False,São José dos Campos,SP,base.br,bachelor,grad,0000-0002-0135-1215,http://lattes.cnpq.br/438421017590002,"Rua Augusta, 695",São José dos Campos,05185-785,fac_xyzq_08,,approved,not_applicable
stu_ppgfa_16,Natália Fernandes Vargas,Natália,Fernandes,Vargas,45978478201,natália.vargas_136@aluno.xyzq.edu.br,(11) 99228-3944,RA20242016,RA20242016,comp_ies_xyzq,regular,enrolled,f,1995-08-14,2024-03-01,Maria de Lourdes Vargas,brown,False,Santos,SP,base.br,bachelor,grad,0000-0002-0136-1224,http://lattes.cnpq.br/459784782010002,"Rua Vergueiro, 712",Santos,05216-804,fac_xyzq_09,fac_xyzq_13,approved,not_applicable
stu_ppgfa_17,Lucas Martins Botelho,Lucas,Martins,Botelho,63432380186,lucas.botelho_137@aluno.xyzq.edu.br,(11) 99251-3973,RA20242017,RA20242017,comp_ies_xyzq,regular,enrolled,m,1996-08-14,2024-03-01,Sônia Cristina Botelho,black,False,Sorocaba,SP,base.br,bachelor,grad,0000-0002-0137-1233,http://lattes.cnpq.br/634323801860002,"Av. Rebouças, 729",Sorocaba,05247-823,fac_xyzq_10,,approved,not_applicable
stu_ppgfa_18,Rachel Nascimento Fagundes,Rachel,Nascimento,Fagundes,06734223728,rachel.fagundes_138@aluno.xyzq.edu.br,(11) 99274-4002,RA20242018,RA20242018,comp_ies_xyzq,regular,enrolled,f,1997-08-14,2024-03-01,Lúcia Célia Fagundes,yellow,False,Belo Horizonte,MG,base.br,bachelor,grad,0000-0002-0138-1242,http://lattes.cnpq.br/067342237280002,"Rua Domingos de Morais, 746",Belo Horizonte,05278-842,fac_xyzq_11,,approved,not_applicable
stu_ppgfa_19,Guilherme Rocha Lobato,Guilherme,Rocha,Lobato,22859065016,guilherme.lobato_139@aluno.xyzq.edu.br,(11) 99297-4031,RA20242019,RA20242019,comp_ies_xyzq,regular,enrolled,m,1998-08-14,2024-03-01,Sandra Beatriz Lobato,indigenous,False,Curitiba,PR,base.br,bachelor,grad,0000-0002-0139-1251,http://lattes.cnpq.br/228590650160002,"Av. Angélica, 763",Curitiba,05309-861,fac_xyzq_12,,approved,not_applicable
stu_ppgfa_20,Roberta Sousa Mesquita,Roberta,Sousa,Mesquita,89818599225,roberta.mesquita_140@aluno.xyzq.edu.br,(11) 99320-4060,RA20242020,RA20242020,comp_ies_xyzq,regular,enrolled,f,1999-08-14,2024-03-01,Maria das Graças Mesquita,white,False,Rio de Janeiro,RJ,base.br,bachelor,grad,0000-0002-0140-1260,http://lattes.cnpq.br/898185992250002,"Rua Teodoro Sampaio, 780",Rio de Janeiro,05340-880,fac_xyzq_13,fac_xyzq_17,approved,not_applicable
stu_ppgbm_01,Rodrigo Carvalho Penteado,Rodrigo,Carvalho,Penteado,80827029667,rodrigo.penteado_141@aluno.xyzq.edu.br,(11) 99343-4089,RA20243001,RA20243001,comp_ies_xyzq,alumni,graduated,m,1994-08-14,2024-03-01,Sônia Aparecida Penteado,white,False,Porto Alegre,RS,base.br,bachelor,grad,0000-0002-0141-1269,http://lattes.cnpq.br/808270296670002,"Av. Faria Lima, 797",Porto Alegre,05371-009,fac_xyzq_13,,approved,not_applicable
stu_ppgbm_02,Tatiana Ferreira Saldanha,Tatiana,Ferreira,Saldanha,93145632272,tatiana.saldanha_142@aluno.xyzq.edu.br,(11) 99366-4118,RA20243002,RA20243002,comp_ies_xyzq,alumni,graduated,f,1995-08-14,2024-03-01,Lúcia Helena Saldanha,brown,False,Salvador,BA,base.br,bachelor,grad,0000-0002-0142-1278,http://lattes.cnpq.br/931456322720002,"Rua Bela Cintra, 814",Salvador,05402-028,fac_xyzq_14,,approved,not_applicable
stu_ppgbm_03,Thiago Melo Valenca,Thiago,Melo,Valenca,84428389108,thiago.valenca_143@aluno.xyzq.edu.br,(11) 99389-4147,RA20243003,RA20243003,comp_ies_xyzq,alumni,graduated,m,1996-08-14,2024-03-01,Sandra do Carmo Valenca,brown,False,Recife,PE,base.br,bachelor,grad,0000-0002-0143-1287,http://lattes.cnpq.br/844283891080002,"Av. Brigadeiro Luís Antônio, 831",Recife,05433-047,fac_xyzq_15,,approved,not_applicable
stu_ppgbm_04,Mariana Nogueira Barreto,Mariana,Nogueira,Barreto,44571224249,mariana.barreto_144@aluno.xyzq.edu.br,(11) 99412-4176,RA20243004,RA20243004,comp_ies_xyzq,alumni,graduated,f,1997-08-14,2024-03-01,Maria de Lourdes Barreto,black,False,São Paulo,SP,base.br,bachelor,grad,0000-0002-0144-1296,http://lattes.cnpq.br/445712242490002,"Av. Lineu Prestes, 848",São Paulo,05464-066,fac_xyzq_16,fac_xyzq_20,approved,not_applicable
stu_ppgbm_05,Alexandre Rodrigues Drummond,Alexandre,Rodrigues,Drummond,95664847204,alexandre.drummond_145@aluno.xyzq.edu.br,(11) 99435-4205,RA20243005,RA20243005,comp_ies_xyzq,alumni,graduated,m,1998-08-14,2024-03-01,Sônia Cristina Drummond,yellow,False,Campinas,SP,base.br,bachelor,grad,0000-0002-0145-1305,http://lattes.cnpq.br/956648472040002,"Av. Paulista, 865",Campinas,05495-085,fac_xyzq_17,,approved,not_applicable
stu_ppgbm_06,Camila Souza Lemos,Camila,Souza,Lemos,27113320554,camila.lemos_146@aluno.xyzq.edu.br,(11) 99458-4234,RA20243006,RA20243006,comp_ies_xyzq,alumni,graduated,f,1999-08-14,2024-03-01,Lúcia Célia Lemos,indigenous,False,Ribeirão Preto,SP,base.br,bachelor,grad,0000-0002-0146-1314,http://lattes.cnpq.br/271133205540002,"Rua da Consolação, 882",Ribeirão Preto,05526-104,fac_xyzq_18,,approved,not_applicable
stu_ppgbm_07,Bernardo Cavalcanti Mello,Bernardo,Cavalcanti,Mello,87433061010,bernardo.mello_147@aluno.xyzq.edu.br,(11) 99481-4263,RA20243007,RA20243007,comp_ies_xyzq,alumni,graduated,m,1993-08-14,2024-03-01,Sandra Beatriz Mello,white,False,São José dos Campos,SP,base.br,bachelor,grad,0000-0002-0147-1323,http://lattes.cnpq.br/874330610100002,"Rua Augusta, 899",São José dos Campos,05557-123,fac_xyzq_19,,approved,not_applicable
stu_ppgbm_08,Larissa Gomes Padilha,Larissa,Gomes,Padilha,26648303336,larissa.padilha_148@aluno.xyzq.edu.br,(11) 99504-4292,RA20243008,RA20243008,comp_ies_xyzq,alumni,graduated,f,1994-08-14,2024-03-01,Maria das Graças Padilha,white,False,Santos,SP,base.br,bachelor,grad,0000-0002-0148-1332,http://lattes.cnpq.br/266483033360002,"Rua Vergueiro, 916",Santos,05588-142,fac_xyzq_20,fac_xyzq_24,approved,not_applicable
stu_ppgbm_09,César Mendes Ribas,César,Mendes,Ribas,70805768220,césar.ribas_149@aluno.xyzq.edu.br,(11) 99527-4321,RA20243009,RA20243009,comp_ies_xyzq,regular,enrolled,m,1995-08-14,2024-03-01,Sônia Aparecida Ribas,brown,False,Sorocaba,SP,base.br,bachelor,grad,0000-0002-0149-1341,http://lattes.cnpq.br/708057682200002,"Av. Rebouças, 933",Sorocaba,05619-161,fac_xyzq_21,,approved,not_applicable
stu_ppgbm_10,Patricia Oliveira Torres,Patricia,Oliveira,Torres,60010417923,patricia.torres_150@aluno.xyzq.edu.br,(11) 99550-4350,RA20243010,RA20243010,comp_ies_xyzq,regular,enrolled,f,1996-08-14,2024-03-01,Lúcia Helena Torres,brown,True,Belo Horizonte,MG,base.br,bachelor,grad,0000-0002-0150-1350,http://lattes.cnpq.br/600104179230002,"Rua Domingos de Morais, 100",Belo Horizonte,05650-180,fac_xyzq_22,,approved,not_applicable
stu_ppgbm_11,Danilo Santana Andrade,Danilo,Santana,Andrade,56301841484,danilo.andrade_151@aluno.xyzq.edu.br,(11) 99573-4379,RA20243011,RA20243011,comp_ies_xyzq,regular,enrolled,m,1997-08-14,2024-03-01,Sandra do Carmo Andrade,black,False,Curitiba,PR,base.br,bachelor,grad,0000-0002-0151-1359,http://lattes.cnpq.br/563018414840002,"Av. Angélica, 117",Curitiba,05681-199,fac_xyzq_23,,approved,not_applicable
stu_ppgbm_12,Leticia Teixeira Dantas,Leticia,Teixeira,Dantas,50331733757,leticia.dantas_152@aluno.xyzq.edu.br,(11) 99596-4408,RA20243012,RA20243012,comp_ies_xyzq,regular,enrolled,f,1998-08-14,2024-03-01,Maria de Lourdes Dantas,yellow,False,Rio de Janeiro,RJ,base.br,bachelor,grad,0000-0002-0152-1368,http://lattes.cnpq.br/503317337570002,"Rua Teodoro Sampaio, 134",Rio de Janeiro,05712-218,fac_xyzq_24,fac_xyzq_15,approved,not_applicable
stu_ppgbm_13,Fábio Correia Lacerda,Fábio,Correia,Lacerda,79561228483,fábio.lacerda_153@aluno.xyzq.edu.br,(11) 99619-4437,RA20243013,RA20243013,comp_ies_xyzq,regular,enrolled,m,1999-08-14,2024-03-01,Sônia Cristina Lacerda,indigenous,False,Porto Alegre,RS,base.br,bachelor,grad,0000-0002-0153-1377,http://lattes.cnpq.br/795612284830002,"Av. Faria Lima, 151",Porto Alegre,05743-237,fac_xyzq_25,,approved,not_applicable
stu_ppgbm_14,Adriana Guimarães Mascarenhas,Adriana,Guimarães,Mascarenhas,98964840747,adriana.mascarenhas_154@aluno.xyzq.edu.br,(11) 99642-4466,RA20243014,RA20243014,comp_ies_xyzq,regular,enrolled,f,1993-08-14,2024-03-01,Lúcia Célia Mascarenhas,white,False,Salvador,BA,base.br,bachelor,grad,0000-0002-0154-1386,http://lattes.cnpq.br/989648407470002,"Rua Bela Cintra, 168",Salvador,05774-256,fac_xyzq_13,,approved,not_applicable
stu_ppgbm_15,Henrique Miranda Noronha,Henrique,Miranda,Noronha,68020635904,henrique.noronha_155@aluno.xyzq.edu.br,(11) 99665-4495,RA20243015,RA20243015,comp_ies_xyzq,regular,enrolled,m,1994-08-14,2024-03-01,Sandra Beatriz Noronha,white,False,Recife,PE,base.br,bachelor,grad,0000-0002-0155-1395,http://lattes.cnpq.br/680206359040002,"Av. Brigadeiro Luís Antônio, 185",Recife,05805-275,fac_xyzq_14,,approved,not_applicable
