id,name,student_id/id,research_line_id/id,research_line,summary,methodology,attachment_pdf,opinion_category,state
wp_stu_ppgcc_11,Plano de Investigação e Desenvolvimento (PPGCC): Igor Teixeira Matos,stu_ppgcc_11,line_cc_es_01,Linha line_cc_es_01,Resumo da proposta de tese/dissertação do discente Igor Teixeira Matos no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_12,Plano de Investigação e Desenvolvimento (PPGCC): Carolina Correia Novais,stu_ppgcc_12,line_cc_es_02,Linha line_cc_es_02,Resumo da proposta de tese/dissertação do discente Carolina Correia Novais no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_13,Plano de Investigação e Desenvolvimento (PPGCC): José Guimarães Resende,stu_ppgcc_13,line_cc_ia_01,Linha line_cc_ia_01,Resumo da proposta de tese/dissertação do discente José Guimarães Resende no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_14,Plano de Investigação e Desenvolvimento (PPGCC): Cláudia Miranda Tavora,stu_ppgcc_14,line_cc_ia_02,Linha line_cc_ia_02,Resumo da proposta de tese/dissertação do discente Cláudia Miranda Tavora no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_15,Plano de Investigação e Desenvolvimento (PPGCC): Leonardo Pereira Amaral,stu_ppgcc_15,line_cc_es_01,Linha line_cc_es_01,Resumo da proposta de tese/dissertação do discente Leonardo Pereira Amaral no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_16,Plano de Investigação e Desenvolvimento (PPGCC): Daniela Santos Cordeiro,stu_ppgcc_16,line_cc_es_02,Linha line_cc_es_02,Resumo da proposta de tese/dissertação do discente Daniela Santos Cordeiro no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_17,Plano de Investigação e Desenvolvimento (PPGCC): Marcelo Vieira Junqueira,stu_ppgcc_17,line_cc_ia_01,Linha line_cc_ia_01,Resumo da proposta de tese/dissertação do discente Marcelo Vieira Junqueira no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_18,Plano de Investigação e Desenvolvimento (PPGCC): Eduarda Costa Marinho,stu_ppgcc_18,line_cc_ia_02,Linha line_cc_ia_02,Resumo da proposta de tese/dissertação do discente Eduarda Costa Marinho no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_19,Plano de Investigação e Desenvolvimento (PPGCC): Marcos Lima Nobrega,stu_ppgcc_19,line_cc_es_01,Linha line_cc_es_01,Resumo da proposta de tese/dissertação do discente Marcos Lima Nobrega no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgcc_20,Plano de Investigação e Desenvolvimento (PPGCC): Fabiana Monteiro Quadros,stu_ppgcc_20,line_cc_es_02,Linha line_cc_es_02,Resumo da proposta de tese/dissertação do discente Fabiana Monteiro Quadros no programa PPGCC.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_01,Plano de Investigação e Desenvolvimento (PPGFA): Maurício Pinto Simas,stu_ppgfa_01,line_fis_mat_01,Linha line_fis_mat_01,Resumo da proposta de tese/dissertação do discente Maurício Pinto Simas no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_02,Plano de Investigação e Desenvolvimento (PPGFA): Flávia Silva Zamboni,stu_ppgfa_02,line_fis_mat_02,Linha line_fis_mat_02,Resumo da proposta de tese/dissertação do discente Flávia Silva Zamboni no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_03,Plano de Investigação e Desenvolvimento (PPGFA): Nelson Alves Carneiro,stu_ppgfa_03,line_fis_rad_01,Linha line_fis_rad_01,Resumo da proposta de tese/dissertação do discente Nelson Alves Carneiro no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_04,Plano de Investigação e Desenvolvimento (PPGFA): Gisele Dias Galvao,stu_ppgfa_04,line_fis_rad_02,Linha line_fis_rad_02,Resumo da proposta de tese/dissertação do discente Gisele Dias Galvao no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_05,Plano de Investigação e Desenvolvimento (PPGFA): Paulo Lopes Malcher,stu_ppgfa_05,line_fis_mat_01,Linha line_fis_mat_01,Resumo da proposta de tese/dissertação do discente Paulo Lopes Malcher no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_06,Plano de Investigação e Desenvolvimento (PPGFA): Isabela Moraes Negrao,stu_ppgfa_06,line_fis_mat_02,Linha line_fis_mat_02,Resumo da proposta de tese/dissertação do discente Isabela Moraes Negrao no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_07,Plano de Investigação e Desenvolvimento (PPGFA): Rafael Ramos Portela,stu_ppgfa_07,line_fis_rad_01,Linha line_fis_rad_01,Resumo da proposta de tese/dissertação do discente Rafael Ramos Portela no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_08,Plano de Investigação e Desenvolvimento (PPGFA): Jaqueline Silveira Seixas,stu_ppgfa_08,line_fis_rad_02,Linha line_fis_rad_02,Resumo da proposta de tese/dissertação do discente Jaqueline Silveira Seixas no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_09,Plano de Investigação e Desenvolvimento (PPGFA): Ricardo Barbosa Villela,stu_ppgfa_09,line_fis_mat_01,Linha line_fis_mat_01,Resumo da proposta de tese/dissertação do discente Ricardo Barbosa Villela no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_10,Plano de Investigação e Desenvolvimento (PPGFA): Laura Duarte Caldeira,stu_ppgfa_10,line_fis_mat_02,Linha line_fis_mat_02,Resumo da proposta de tese/dissertação do discente Laura Duarte Caldeira no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_11,Plano de Investigação e Desenvolvimento (PPGFA): Sérgio Macedo Fontes,stu_ppgfa_11,line_fis_rad_01,Linha line_fis_rad_01,Resumo da proposta de tese/dissertação do discente Sérgio Macedo Fontes no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_12,Plano de Investigação e Desenvolvimento (PPGFA): Luana Moreira Maciel,stu_ppgfa_12,line_fis_rad_02,Linha line_fis_rad_02,Resumo da proposta de tese/dissertação do discente Luana Moreira Maciel no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_13,Plano de Investigação e Desenvolvimento (PPGFA): Victor Ribeiro Morais,stu_ppgfa_13,line_fis_mat_01,Linha line_fis_mat_01,Resumo da proposta de tese/dissertação do discente Victor Ribeiro Morais no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_14,Plano de Investigação e Desenvolvimento (PPGFA): Manuela Soares Pinheiro,stu_ppgfa_14,line_fis_mat_02,Linha line_fis_mat_02,Resumo da proposta de tese/dissertação do discente Manuela Soares Pinheiro no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_15,Plano de Investigação e Desenvolvimento (PPGFA): Carlos Cardoso Sampaio,stu_ppgfa_15,line_fis_rad_01,Linha line_fis_rad_01,Resumo da proposta de tese/dissertação do discente Carlos Cardoso Sampaio no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_16,Plano de Investigação e Desenvolvimento (PPGFA): Natália Fernandes Vargas,stu_ppgfa_16,line_fis_rad_02,Linha line_fis_rad_02,Resumo da proposta de tese/dissertação do discente Natália Fernandes Vargas no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_17,Plano de Investigação e Desenvolvimento (PPGFA): Lucas Martins Botelho,stu_ppgfa_17,line_fis_mat_01,Linha line_fis_mat_01,Resumo da proposta de tese/dissertação do discente Lucas Martins Botelho no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_18,Plano de Investigação e Desenvolvimento (PPGFA): Rachel Nascimento Fagundes,stu_ppgfa_18,line_fis_mat_02,Linha line_fis_mat_02,Resumo da proposta de tese/dissertação do discente Rachel Nascimento Fagundes no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_19,Plano de Investigação e Desenvolvimento (PPGFA): Guilherme Rocha Lobato,stu_ppgfa_19,line_fis_rad_01,Linha line_fis_rad_01,Resumo da proposta de tese/dissertação do discente Guilherme Rocha Lobato no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgfa_20,Plano de Investigação e Desenvolvimento (PPGFA): Roberta Sousa Mesquita,stu_ppgfa_20,line_fis_rad_02,Linha line_fis_rad_02,Resumo da proposta de tese/dissertação do discente Roberta Sousa Mesquita no programa PPGFA.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_01,Plano de Investigação e Desenvolvimento (PPGBM): Rodrigo Carvalho Penteado,stu_ppgbm_01,line_bio_gen_01,Linha line_bio_gen_01,Resumo da proposta de tese/dissertação do discente Rodrigo Carvalho Penteado no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_02,Plano de Investigação e Desenvolvimento (PPGBM): Tatiana Ferreira Saldanha,stu_ppgbm_02,line_bio_gen_02,Linha line_bio_gen_02,Resumo da proposta de tese/dissertação do discente Tatiana Ferreira Saldanha no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_03,Plano de Investigação e Desenvolvimento (PPGBM): Thiago Melo Valenca,stu_ppgbm_03,line_bio_fer_01,Linha line_bio_fer_01,Resumo da proposta de tese/dissertação do discente Thiago Melo Valenca no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_04,Plano de Investigação e Desenvolvimento (PPGBM): Mariana Nogueira Barreto,stu_ppgbm_04,line_bio_fer_02,Linha line_bio_fer_02,Resumo da proposta de tese/dissertação do discente Mariana Nogueira Barreto no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_05,Plano de Investigação e Desenvolvimento (PPGBM): Alexandre Rodrigues Drummond,stu_ppgbm_05,line_bio_gen_01,Linha line_bio_gen_01,Resumo da proposta de tese/dissertação do discente Alexandre Rodrigues Drummond no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_06,Plano de Investigação e Desenvolvimento (PPGBM): Camila Souza Lemos,stu_ppgbm_06,line_bio_gen_02,Linha line_bio_gen_02,Resumo da proposta de tese/dissertação do discente Camila Souza Lemos no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_07,Plano de Investigação e Desenvolvimento (PPGBM): Bernardo Cavalcanti Mello,stu_ppgbm_07,line_bio_fer_01,Linha line_bio_fer_01,Resumo da proposta de tese/dissertação do discente Bernardo Cavalcanti Mello no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_08,Plano de Investigação e Desenvolvimento (PPGBM): Larissa Gomes Padilha,stu_ppgbm_08,line_bio_fer_02,Linha line_bio_fer_02,Resumo da proposta de tese/dissertação do discente Larissa Gomes Padilha no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_09,Plano de Investigação e Desenvolvimento (PPGBM): César Mendes Ribas,stu_ppgbm_09,line_bio_gen_01,Linha line_bio_gen_01,Resumo da proposta de tese/dissertação do discente César Mendes Ribas no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_10,Plano de Investigação e Desenvolvimento (PPGBM): Patricia Oliveira Torres,stu_ppgbm_10,line_bio_gen_02,Linha line_bio_gen_02,Resumo da proposta de tese/dissertação do discente Patricia Oliveira Torres no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_11,Plano de Investigação e Desenvolvimento (PPGBM): Danilo Santana Andrade,stu_ppgbm_11,line_bio_fer_01,Linha line_bio_fer_01,Resumo da proposta de tese/dissertação do discente Danilo Santana Andrade no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_12,Plano de Investigação e Desenvolvimento (PPGBM): Leticia Teixeira Dantas,stu_ppgbm_12,line_bio_fer_02,Linha line_bio_fer_02,Resumo da proposta de tese/dissertação do discente Leticia Teixeira Dantas no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_13,Plano de Investigação e Desenvolvimento (PPGBM): Fábio Correia Lacerda,stu_ppgbm_13,line_bio_gen_01,Linha line_bio_gen_01,Resumo da proposta de tese/dissertação do discente Fábio Correia Lacerda no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_14,Plano de Investigação e Desenvolvimento (PPGBM): Adriana Guimarães Mascarenhas,stu_ppgbm_14,line_bio_gen_02,Linha line_bio_gen_02,Resumo da proposta de tese/dissertação do discente Adriana Guimarães Mascarenhas no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_15,Plano de Investigação e Desenvolvimento (PPGBM): Henrique Miranda Noronha,stu_ppgbm_15,line_bio_fer_01,Linha line_bio_fer_01,Resumo da proposta de tese/dissertação do discente Henrique Miranda Noronha no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_16,Plano de Investigação e Desenvolvimento (PPGBM): Ana Pereira Rangel,stu_ppgbm_16,line_bio_fer_02,Linha line_bio_fer_02,Resumo da proposta de tese/dissertação do discente Ana Pereira Rangel no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_17,Plano de Investigação e Desenvolvimento (PPGBM): João Santos Sobral,stu_ppgbm_17,line_bio_gen_01,Linha line_bio_gen_01,Resumo da proposta de tese/dissertação do discente João Santos Sobral no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_18,Plano de Investigação e Desenvolvimento (PPGBM): Bruna Vieira Alcantara,stu_ppgbm_18,line_bio_gen_02,Linha line_bio_gen_02,Resumo da proposta de tese/dissertação do discente Bruna Vieira Alcantara no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_19,Plano de Investigação e Desenvolvimento (PPGBM): Julio Costa Chaves,stu_ppgbm_19,line_bio_fer_01,Linha line_bio_fer_01,Resumo da proposta de tese/dissertação do discente Julio Costa Chaves no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_ppgbm_20,Plano de Investigação e Desenvolvimento (PPGBM): Carolina Lima Guedes,stu_ppgbm_20,line_bio_fer_02,Linha line_bio_fer_02,Resumo da proposta de tese/dissertação do discente Carolina Lima Guedes no programa PPGBM.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
wp_stu_mpesi_01,Plano de Investigação e Desenvolvimento (MPESI): Luiz Monteiro Marcondes,stu_mpesi_01,line_mpe_dev_01,Linha line_mpe_dev_01,Resumo da proposta de tese/dissertação do discente Luiz Monteiro Marcondes no programa MPESI.,Metodologia experimental com ensaios laboratoriais e simulação computacional.,JVBERi0xLjQgTW9jayBQbGFubyBkZSBUcmFiYWxobyBVbml2ZXJzaWRhZGUgWFlaUQ==,approved,homologated
